GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,TRUSTA,RES_ONLYA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RNGE001,RNGE002,RNGE003,RNGE004,RNGE005,RNGE006,RNGE007,RNGE008,RNGE009,RNGE010,RNGE011,RNGE012,RNGE013,RNGE014,RNGE015,RNGE016,RNGE017,RNHE001,NAME_M,RNGM001,RNGM002,RNGM003,RNGM004,RNGM005,RNGM006,RNGM007,RNGM008,RNGM009,RNGM010,RNGM011,RNGM012,RNGM013,RNGM014,RNGM015,RNGM016,RNGM017,RNHM001,GEOID10
"G53005300717061","2005-2009",,,"Washington","53","Pierce County","053",,,"071706","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 717.06, Pierce County, Washington",669,61,83,104,84,26,9,8,94,19,34,43,68,21,9,0,6,25240,"Block Group 1, Census Tract 717.06, Pierce County, Washington",99,50,54,76,60,42,16,13,52,23,28,48,49,20,18,119,12,14735,"530530717061"
"G53005300717071","2005-2009",,,"Washington","53","Pierce County","053",,,"071707","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 717.07, Pierce County, Washington",421,22,71,0,15,45,30,6,21,11,11,60,106,0,11,12,0,45114,"Block Group 1, Census Tract 717.07, Pierce County, Washington",90,32,48,119,24,36,32,10,24,17,16,45,80,119,18,18,119,31542,"530530717071"
"G53005300717072","2005-2009",,,"Washington","53","Pierce County","053",,,"071707","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 717.07, Pierce County, Washington",298,36,9,0,31,0,20,12,0,46,41,11,49,0,43,0,0,48958,"Block Group 2, Census Tract 717.07, Pierce County, Washington",94,44,16,119,50,119,17,18,119,51,29,20,35,119,60,119,119,7651,"530530717072"
"G53005300717073","2005-2009",,,"Washington","53","Pierce County","053",,,"071707","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 717.07, Pierce County, Washington",390,76,15,64,11,65,13,8,20,34,0,27,57,0,0,0,0,28615,"Block Group 3, Census Tract 717.07, Pierce County, Washington",82,63,23,45,17,49,21,15,25,33,119,28,46,119,119,119,119,3557,"530530717073"
"G53005300718031","2005-2009",,,"Washington","53","Pierce County","053",,,"071803","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 718.03, Pierce County, Washington",688,96,0,31,35,59,74,86,0,0,139,121,35,12,0,0,0,38032,"Block Group 1, Census Tract 718.03, Pierce County, Washington",139,85,119,40,38,77,58,73,119,119,105,95,34,19,119,119,119,20530,"530530718031"
"G53005300718032","2005-2009",,,"Washington","53","Pierce County","053",,,"071803","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 718.03, Pierce County, Washington",1168,50,98,110,60,109,31,147,12,37,63,141,126,34,16,21,113,39643,"Block Group 2, Census Tract 718.03, Pierce County, Washington",181,74,81,89,40,87,31,115,19,32,48,120,81,40,33,26,65,15030,"530530718032"
"G53005300718033","2005-2009",,,"Washington","53","Pierce County","053",,,"071803","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 718.03, Pierce County, Washington",303,18,0,0,0,0,27,78,37,0,21,80,30,0,12,0,0,43068,"Block Group 3, Census Tract 718.03, Pierce County, Washington",94,29,119,119,119,119,31,66,37,119,23,76,38,119,21,119,119,28349,"530530718033"
"G53005300718034","2005-2009",,,"Washington","53","Pierce County","053",,,"071803","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 718.03, Pierce County, Washington",424,52,50,0,15,97,0,60,12,11,59,0,68,0,0,0,0,29839,"Block Group 4, Census Tract 718.03, Pierce County, Washington",141,37,53,119,23,80,119,56,29,19,88,119,49,119,119,119,119,15342,"530530718034"
"G53005300718041","2005-2009",,,"Washington","53","Pierce County","053",,,"071804","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 718.04, Pierce County, Washington",607,50,28,65,26,21,36,73,96,0,92,58,50,0,0,0,12,42617,"Block Group 1, Census Tract 718.04, Pierce County, Washington",172,79,31,61,31,25,58,62,111,119,83,69,76,119,119,119,18,11089,"530530718041"
"G53005300718042","2005-2009",,,"Washington","53","Pierce County","053",,,"071804","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 718.04, Pierce County, Washington",442,160,9,33,15,32,22,11,11,0,32,81,23,5,0,8,0,27813,"Block Group 2, Census Tract 718.04, Pierce County, Washington",153,123,16,37,23,37,32,19,17,119,29,98,26,9,119,15,119,22828,"530530718042"
"G53005300718043","2005-2009",,,"Washington","53","Pierce County","053",,,"071804","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 718.04, Pierce County, Washington",328,97,61,4,0,57,12,20,4,0,30,0,20,0,23,0,0,25111,"Block Group 3, Census Tract 718.04, Pierce County, Washington",92,90,56,7,119,60,19,23,8,119,33,119,22,119,25,119,119,26705,"530530718043"
"G53005300718044","2005-2009",,,"Washington","53","Pierce County","053",,,"071804","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 718.04, Pierce County, Washington",271,79,35,26,7,0,7,35,28,15,11,11,17,0,0,0,0,17067,"Block Group 4, Census Tract 718.04, Pierce County, Washington",89,69,54,30,15,119,12,56,34,23,18,19,27,119,119,119,119,33252,"530530718044"
"G53005300718045","2005-2009",,,"Washington","53","Pierce County","053",,,"071804","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 718.04, Pierce County, Washington",650,36,51,31,35,78,8,79,75,36,39,80,11,50,16,25,0,40380,"Block Group 5, Census Tract 718.04, Pierce County, Washington",145,40,64,36,39,87,13,47,82,34,33,79,17,80,20,35,119,7712,"530530718045"
"G53005300718046","2005-2009",,,"Washington","53","Pierce County","053",,,"071804","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 718.04, Pierce County, Washington",1094,72,62,33,19,75,122,154,146,56,149,57,129,0,20,0,0,40316,"Block Group 6, Census Tract 718.04, Pierce County, Washington",188,94,60,27,30,49,105,136,108,65,109,44,129,119,31,119,119,7593,"530530718046"
"G53005300718051","2005-2009",,,"Washington","53","Pierce County","053",,,"071805","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 718.05, Pierce County, Washington",585,122,55,62,85,34,52,11,36,7,53,63,5,0,0,0,0,23288,"Block Group 1, Census Tract 718.05, Pierce County, Washington",127,61,40,50,47,36,54,18,43,12,59,56,10,119,119,119,119,5315,"530530718051"
"G53005300718052","2005-2009",,,"Washington","53","Pierce County","053",,,"071805","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 718.05, Pierce County, Washington",322,0,0,8,52,21,21,17,36,0,121,13,24,0,9,0,0,51667,"Block Group 2, Census Tract 718.05, Pierce County, Washington",93,119,119,12,58,27,25,16,44,119,52,22,25,119,15,119,119,16051,"530530718052"
"G53005300718053","2005-2009",,,"Washington","53","Pierce County","053",,,"071805","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 718.05, Pierce County, Washington",460,105,97,55,33,13,23,37,4,0,31,7,17,11,0,27,0,16489,"Block Group 3, Census Tract 718.05, Pierce County, Washington",101,58,65,46,33,22,26,42,9,119,26,10,25,17,119,43,119,6267,"530530718053"
"G53005300718061","2005-2009",,,"Washington","53","Pierce County","053",,,"071806","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 718.06, Pierce County, Washington",867,125,100,103,144,58,40,60,44,108,43,20,14,0,0,8,0,23113,"Block Group 1, Census Tract 718.06, Pierce County, Washington",127,68,65,68,79,44,34,47,49,73,37,32,22,119,119,15,119,4063,"530530718061"
"G53005300718062","2005-2009",,,"Washington","53","Pierce County","053",,,"071806","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 718.06, Pierce County, Washington",1039,81,44,106,125,141,53,53,38,53,161,58,45,58,0,0,23,33227,"Block Group 2, Census Tract 718.06, Pierce County, Washington",166,52,63,82,75,83,46,39,39,46,97,51,53,57,119,119,36,9182,"530530718062"
"G53005300719011","2005-2009",,,"Washington","53","Pierce County","053",,,"071901","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 719.01, Pierce County, Washington",630,193,29,33,106,41,28,35,38,20,14,53,11,29,0,0,0,23203,"Block Group 1, Census Tract 719.01, Pierce County, Washington",139,137,39,30,88,38,44,33,45,19,25,60,17,47,119,119,119,8059,"530530719011"
"G53005300719012","2005-2009",,,"Washington","53","Pierce County","053",,,"071901","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 719.01, Pierce County, Washington",462,9,75,23,24,23,92,35,17,11,42,35,0,63,0,0,13,32092,"Block Group 2, Census Tract 719.01, Pierce County, Washington",126,14,73,39,37,28,101,39,26,22,52,34,119,73,119,119,23,11922,"530530719012"
"G53005300719013","2005-2009",,,"Washington","53","Pierce County","053",,,"071901","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 719.01, Pierce County, Washington",417,75,37,8,18,27,8,45,10,25,36,40,88,0,0,0,0,36972,"Block Group 3, Census Tract 719.01, Pierce County, Washington",117,60,39,14,21,28,14,62,16,30,36,44,71,119,119,119,119,13974,"530530719013"
"G53005300719014","2005-2009",,,"Washington","53","Pierce County","053",,,"071901","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 719.01, Pierce County, Washington",622,0,15,19,9,56,44,18,0,10,42,83,118,33,85,39,51,78095,"Block Group 4, Census Tract 719.01, Pierce County, Washington",127,119,26,31,14,36,55,30,119,16,67,52,99,31,77,53,46,15371,"530530719014"
"G53005300719021","2005-2009",,,"Washington","53","Pierce County","053",,,"071902","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 719.02, Pierce County, Washington",540,35,11,0,18,109,25,11,36,12,26,52,70,26,44,13,52,58194,"Block Group 1, Census Tract 719.02, Pierce County, Washington",113,43,18,119,27,110,30,20,32,18,31,48,59,33,40,21,56,31172,"530530719021"
"G53005300719022","2005-2009",,,"Washington","53","Pierce County","053",,,"071902","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 719.02, Pierce County, Washington",236,26,0,13,0,0,19,0,15,0,22,24,80,0,9,17,11,72308,"Block Group 2, Census Tract 719.02, Pierce County, Washington",72,35,119,21,119,119,29,119,24,119,24,24,51,119,15,29,20,15108,"530530719022"
"G53005300719023","2005-2009",,,"Washington","53","Pierce County","053",,,"071902","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 719.02, Pierce County, Washington",518,0,31,28,0,18,29,34,32,15,121,26,109,26,0,0,49,57644,"Block Group 3, Census Tract 719.02, Pierce County, Washington",100,119,35,33,119,28,27,34,35,24,87,29,67,29,119,119,48,8775,"530530719023"
"G53005300719024","2005-2009",,,"Washington","53","Pierce County","053",,,"071902","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 719.02, Pierce County, Washington",216,0,16,12,0,0,15,15,0,0,0,17,46,10,21,34,30,87188,"Block Group 4, Census Tract 719.02, Pierce County, Washington",61,119,26,21,119,119,24,24,119,119,119,21,33,16,38,39,29,54273,"530530719024"
"G53005300719025","2005-2009",,,"Washington","53","Pierce County","053",,,"071902","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 719.02, Pierce County, Washington",642,63,28,38,15,23,29,0,0,0,30,72,69,69,0,0,206,76597,"Block Group 5, Census Tract 719.02, Pierce County, Washington",114,73,33,61,24,27,35,119,119,119,39,48,65,75,119,119,101,20610,"530530719025"
"G53005300720001","2005-2009",,,"Washington","53","Pierce County","053",,,"072000","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 720, Pierce County, Washington",349,10,26,40,16,0,19,48,107,36,0,28,0,0,19,0,0,40657,"Block Group 1, Census Tract 720, Pierce County, Washington",105,17,30,45,21,119,31,47,83,43,119,35,119,119,33,119,119,4014,"530530720001"
"G53005300720002","2005-2009",,,"Washington","53","Pierce County","053",,,"072000","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 720, Pierce County, Washington",186,74,0,9,13,5,11,10,10,0,15,0,36,3,0,0,0,21923,"Block Group 2, Census Tract 720, Pierce County, Washington",96,78,119,16,18,10,18,16,17,119,17,119,47,7,119,119,119,28684,"530530720002"
"G53005300720003","2005-2009",,,"Washington","53","Pierce County","053",,,"072000","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 720, Pierce County, Washington",171,33,0,31,21,0,34,40,0,12,0,0,0,0,0,0,0,30037,"Block Group 3, Census Tract 720, Pierce County, Washington",82,31,119,37,25,119,44,51,119,20,119,119,119,119,119,119,119,18283,"530530720003"
"G53005300720004","2005-2009",,,"Washington","53","Pierce County","053",,,"072000","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 720, Pierce County, Washington",342,34,35,41,13,44,15,32,22,11,0,17,9,38,17,9,5,31429,"Block Group 4, Census Tract 720, Pierce County, Washington",88,32,41,45,23,40,18,40,24,19,119,20,15,43,19,14,9,10837,"530530720004"
"G53005300720005","2005-2009",,,"Washington","53","Pierce County","053",,,"072000","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 720, Pierce County, Washington",242,34,18,0,64,0,8,21,5,20,9,0,36,9,0,0,18,34063,"Block Group 5, Census Tract 720, Pierce County, Washington",83,39,27,119,59,119,13,34,14,33,17,119,43,15,119,119,30,24924,"530530720005"
"G53005300720006","2005-2009",,,"Washington","53","Pierce County","053",,,"072000","6",,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 720, Pierce County, Washington",358,114,29,37,0,25,75,17,0,0,30,19,0,0,12,0,0,17432,"Block Group 6, Census Tract 720, Pierce County, Washington",116,80,36,44,119,40,60,31,119,119,48,32,119,119,17,119,119,24114,"530530720006"
"G53005300720007","2005-2009",,,"Washington","53","Pierce County","053",,,"072000","7",,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 720, Pierce County, Washington",200,28,22,43,47,0,10,0,0,12,20,0,18,0,0,0,0,20372,"Block Group 7, Census Tract 720, Pierce County, Washington",79,26,26,46,48,119,17,119,119,19,32,119,27,119,119,119,119,2262,"530530720007"
"G53005300721051","2005-2009",,,"Washington","53","Pierce County","053",,,"072105","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 721.05, Pierce County, Washington",441,46,11,0,0,0,11,27,0,0,16,99,63,124,35,0,9,76875,"Block Group 1, Census Tract 721.05, Pierce County, Washington",69,45,18,119,119,119,16,23,119,119,25,56,42,66,24,119,14,15210,"530530721051"
"G53005300721052","2005-2009",,,"Washington","53","Pierce County","053",,,"072105","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 721.05, Pierce County, Washington",305,0,17,20,0,8,29,21,10,7,8,31,69,40,19,26,0,75250,"Block Group 2, Census Tract 721.05, Pierce County, Washington",61,119,20,23,119,14,26,23,16,11,13,28,53,43,16,24,119,17228,"530530721052"
"G53005300721053","2005-2009",,,"Washington","53","Pierce County","053",,,"072105","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 721.05, Pierce County, Washington",340,0,26,0,0,0,12,9,9,0,31,60,85,20,11,57,20,81000,"Block Group 3, Census Tract 721.05, Pierce County, Washington",46,119,24,119,119,119,18,14,14,119,29,51,43,24,17,46,22,13647,"530530721053"
"G53005300721054","2005-2009",,,"Washington","53","Pierce County","053",,,"072105","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 721.05, Pierce County, Washington",752,10,10,16,47,31,30,52,67,43,71,76,133,75,41,30,20,57344,"Block Group 4, Census Tract 721.05, Pierce County, Washington",79,15,16,23,34,29,46,37,56,33,43,42,53,43,34,30,22,17743,"530530721054"
"G53005300721055","2005-2009",,,"Washington","53","Pierce County","053",,,"072105","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 721.05, Pierce County, Washington",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Block Group 5, Census Tract 721.05, Pierce County, Washington",119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,,"530530721055"
"G53005300721061","2005-2009",,,"Washington","53","Pierce County","053",,,"072106","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 721.06, Pierce County, Washington",278,13,0,0,15,0,0,0,0,21,25,13,66,44,42,17,22,92411,"Block Group 1, Census Tract 721.06, Pierce County, Washington",64,20,119,119,23,119,119,119,119,25,30,22,48,39,41,26,26,15461,"530530721061"
"G53005300721062","2005-2009",,,"Washington","53","Pierce County","053",,,"072106","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 721.06, Pierce County, Washington",583,0,0,12,15,56,38,16,15,30,56,91,104,73,59,18,0,66583,"Block Group 2, Census Tract 721.06, Pierce County, Washington",99,119,119,20,23,44,53,25,23,31,43,83,67,59,45,28,119,11597,"530530721062"
"G53005300721063","2005-2009",,,"Washington","53","Pierce County","053",,,"072106","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 721.06, Pierce County, Washington",768,87,94,26,131,91,108,62,17,46,30,49,27,0,0,0,0,27991,"Block Group 3, Census Tract 721.06, Pierce County, Washington",154,86,65,31,84,65,88,63,27,39,41,59,32,119,119,119,119,5626,"530530721063"
"G53005300721064","2005-2009",,,"Washington","53","Pierce County","053",,,"072106","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 721.06, Pierce County, Washington",810,40,16,43,111,37,94,30,91,68,63,87,130,0,0,0,0,41288,"Block Group 4, Census Tract 721.06, Pierce County, Washington",123,33,25,54,87,49,78,43,66,58,78,59,89,119,119,119,119,7230,"530530721064"
"G53005300721065","2005-2009",,,"Washington","53","Pierce County","053",,,"072106","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 721.06, Pierce County, Washington",246,13,11,0,0,0,0,0,16,0,20,0,52,42,0,75,17,104118,"Block Group 5, Census Tract 721.06, Pierce County, Washington",70,22,19,119,119,119,119,119,25,119,28,119,40,39,119,75,26,31484,"530530721065"
"G53005300721071","2005-2009",,,"Washington","53","Pierce County","053",,,"072107","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 721.07, Pierce County, Washington",436,12,50,6,27,0,0,56,25,46,23,15,128,35,13,0,0,49500,"Block Group 1, Census Tract 721.07, Pierce County, Washington",71,18,42,12,25,119,119,47,23,32,25,17,57,32,21,119,119,12432,"530530721071"
"G53005300721072","2005-2009",,,"Washington","53","Pierce County","053",,,"072107","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 721.07, Pierce County, Washington",535,0,0,29,21,9,0,8,0,29,14,29,186,90,68,0,52,92841,"Block Group 2, Census Tract 721.07, Pierce County, Washington",75,119,119,26,24,15,119,13,119,31,16,28,65,41,65,119,37,7514,"530530721072"
"G53005300721073","2005-2009",,,"Washington","53","Pierce County","053",,,"072107","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 721.07, Pierce County, Washington",345,0,0,0,10,0,11,27,39,12,12,76,82,36,18,8,14,69735,"Block Group 3, Census Tract 721.07, Pierce County, Washington",61,119,119,119,16,119,19,31,38,21,18,52,45,32,22,14,22,17225,"530530721073"
"G53005300721074","2005-2009",,,"Washington","53","Pierce County","053",,,"072107","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 721.07, Pierce County, Washington",355,0,11,9,0,0,34,7,21,8,65,17,36,54,10,38,45,75598,"Block Group 4, Census Tract 721.07, Pierce County, Washington",63,119,16,15,119,119,31,11,22,14,44,18,32,54,16,36,38,35154,"530530721074"
"G53005300721081","2005-2009",,,"Washington","53","Pierce County","053",,,"072108","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 721.08, Pierce County, Washington",388,0,33,16,0,16,23,15,15,0,72,20,83,63,0,22,10,60909,"Block Group 1, Census Tract 721.08, Pierce County, Washington",104,119,47,25,119,26,30,25,25,119,71,24,68,71,119,29,16,40521,"530530721081"
"G53005300721082","2005-2009",,,"Washington","53","Pierce County","053",,,"072108","2",,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 721.08, Pierce County, Washington",389,12,50,6,18,29,76,0,22,0,25,31,21,26,21,0,52,42898,"Block Group 2, Census Tract 721.08, Pierce County, Washington",118,19,37,13,28,32,83,119,39,119,29,20,40,37,26,119,56,23393,"530530721082"
"G53005300721083","2005-2009",,,"Washington","53","Pierce County","053",,,"072108","3",,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 721.08, Pierce County, Washington",289,0,0,15,84,18,38,25,8,29,0,23,0,17,25,0,7,33906,"Block Group 3, Census Tract 721.08, Pierce County, Washington",102,119,119,23,92,29,29,30,16,35,119,30,119,25,42,119,19,14054,"530530721083"
"G53005300721084","2005-2009",,,"Washington","53","Pierce County","053",,,"072108","4",,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 721.08, Pierce County, Washington",407,14,0,36,16,10,63,15,82,0,106,21,44,0,0,0,0,42063,"Block Group 4, Census Tract 721.08, Pierce County, Washington",125,22,119,41,26,17,47,24,87,119,66,27,40,119,119,119,119,9257,"530530721084"
"G53005300721085","2005-2009",,,"Washington","53","Pierce County","053",,,"072108","5",,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 721.08, Pierce County, Washington",372,0,14,16,14,50,14,43,20,40,35,13,62,17,0,34,0,45938,"Block Group 5, Census Tract 721.08, Pierce County, Washington",120,119,22,26,22,54,23,44,33,61,34,21,78,27,119,33,119,14812,"530530721085"
"G53005300721091","2005-2009",,,"Washington","53","Pierce County","053",,,"072109","1",,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 721.09, Pierce County, Washington",628,0,28,15,32,14,27,19,34,0,29,54,123,131,21,49,52,85833,"Block Group 1, Census Tract 721.09, Pierce County, Washington",97,119,26,17,36,15,30,24,40,119,24,36,59,61,28,42,40,10405,"530530721091"
